Symbol,ExpirationDate,AskPrice,AskSize,BidPrice,BidSize,LastPrice,PutCall,StrikePrice,Volume,ImpliedVolatility,Delta,Gamma,Vega,Rho,OpenInterest,UnderlyingPrice,DataDate
AAPL,09/15/17,1.26,,1.22,,1.3,put,135,11,0.2214,-0.1304,1.1598,17.5001,,8368,153.18,06/1/17
AAPL,09/15/17,0.45,,0.42,,0.45,put,125,14,0.2414,-0.0512,0.5274,8.6764,,1408,153.18,06/1/17
AAPL,09/15/17,0.27,,0.25,,0.31,put,120,0,0.2537,-0.0315,0.3382,5.8453,,1094,153.18,06/1/17
AAPL,09/15/17,0.17,,0.16,,0.17,put,115,4,0.2688,-0.0199,0.217,3.976,,1798,153.18,06/1/17
AAPL,09/15/17,0.05,,0.03,,0.07,put,100,0,0.3234,-0.0056,0.0596,1.3137,,462,153.18,06/1/17
AAPL,09/15/17,2.1,,2.03,,2.11,put,140,369,0.215,-0.2003,1.5785,23.1291,,5385,153.18,06/1/17
AAPL,09/15/17,0.08,,0.05,,0.07,put,105,2,0.3072,-0.0089,0.0953,1.994,,143,153.18,06/1/17
AAPL,09/15/17,7.65,,7.45,,7.6,put,155,20,0.2043,-0.5182,2.3631,32.8968,,6616,153.18,06/1/17
AAPL,09/15/17,14.35,,14.1,,14.3,put,165,10,0.2049,-0.7295,1.9566,27.3168,,330,153.18,06/1/17
AAPL,09/15/17,18.6,,18.1,,18.35,put,170,199,0.2152,-0.7979,1.586,23.2526,,628,153.18,06/1/17
AAPL,10/20/17,0.05,,0.02,,0.04,put,90,0,0.3429,-0.0046,0.0409,1.2727,,1017,153.18,06/1/17
AAPL,10/20/17,0.09,,0.05,,0.08,put,100,1,0.3017,-0.0088,0.0832,2.275,,3390,153.18,06/1/17
AAPL,10/20/17,8.65,,8.45,,8.63,put,155,1,0.204,-0.5088,2.0533,37.9717,,3434,153.18,06/1/17
AAPL,10/20/17,28.05,,27.45,,25.5,put,180,0,0.2229,-0.8618,1.0397,21.0055,,27,153.18,06/1/17
AAPL,10/20/17,47.4,,46.75,,44.8,put,200,0,0.2752,-0.929,0.5183,12.9275,,392,153.18,06/1/17
AAPL,10/20/17,0.74,,0.69,,0.74,put,125,105,0.2349,-0.0705,0.6036,12.8485,,7652,153.18,06/1/17
AAPL,10/20/17,117.25,,116.6,,113.9,put,270,0,0.4824,-0.9588,0.1921,8.3995,,0,153.18,06/1/17
AAPL,10/20/17,0.18,,0.16,,0.18,put,110,0,0.2666,-0.0184,0.178,4.302,,7165,153.18,06/1/17
AAPL,10/20/17,6.2,,6.05,,6.32,put,150,18,0.2064,-0.407,1.9747,36.9448,,5082,153.18,06/1/17
AAPL,10/20/17,32.75,,32.15,,32.31,put,185,0,0.2326,-0.89,0.8491,17.9038,,75,153.18,06/1/17
AAPL,10/20/17,23.45,,22.95,,21.35,put,175,0,0.2127,-0.8249,1.2737,24.552,,5,153.18,06/1/17
AAPL,10/20/17,11.6,,11.4,,11.65,put,160,28,0.2017,-0.6092,1.9997,36.5496,,1993,153.18,06/1/17
AAPL,10/20/17,1.18,,1.13,,1.2,put,130,32,0.2267,-0.1072,0.8549,17.5671,,9131,153.18,06/1/17
AAPL,10/20/17,4.3,,4.2,,4.35,put,145,154,0.2102,-0.3111,1.7653,33.6394,,4334,153.18,06/1/17
AAPL,10/20/17,0.12,,0.11,,0.12,put,105,5,0.2816,-0.0122,0.1182,3.0173,,3152,153.18,06/1/17
AAPL,10/20/17,62.3,,61.65,,58.99,put,215,0,0.3228,-0.9435,0.3698,10.8201,,7,153.18,06/1/17
AAPL,10/20/17,77.25,,76.6,,77.2,put,230,0,0.368,-0.9514,0.2877,9.5962,,2,153.18,06/1/17
AAPL,10/20/17,2.87,,2.8,,2.92,put,140,38,0.2145,-0.227,1.476,28.6962,,11162,153.18,06/1/17
AAPL,10/20/17,15.05,,14.85,,14.75,put,165,0,0.2002,-0.701,1.8211,33.0515,,652,153.18,06/1/17
AAPL,10/20/17,67.25,,66.6,,63.97,put,220,0,0.3352,-0.9483,0.3318,10.0819,,0,153.18,06/1/17
AAPL,10/20/17,0.28,,0.26,,0.29,put,115,5,0.2537,-0.0285,0.27,6.2085,,7070,153.18,06/1/17
AAPL,10/20/17,1.86,,1.8,,1.91,put,135,22,0.2199,-0.1587,1.156,23.0451,,10381,153.18,06/1/17
AAPL,10/20/17,0.44,,0.43,,0.46,put,120,38,0.2419,-0.0441,0.4047,8.8729,,9393,153.18,06/1/17
AAPL,10/20/17,19.1,,18.75,,19.3,put,170,0,0.2057,-0.7714,1.5452,28.811,,378,153.18,06/1/17
AAPL,10/20/17,97.25,,96.6,,97.45,put,250,0,0.4281,-0.9558,0.2291,8.8879,,0,153.18,06/1/17
AAPL,11/17/17,1.19,,1.14,,1.18,put,125,27,0.2432,-0.0937,0.66,17.4371,,3474,153.18,06/1/17
AAPL,11/17/17,42.7,,42.05,,42.2,put,195,0,0.2534,-0.9044,0.6429,17.6992,,10,153.18,06/1/17
AAPL,11/17/17,28.6,,28.05,,27.9,put,180,0,0.2271,-0.8313,1.0638,26.2474,,1,153.18,06/1/17
AAPL,11/17/17,3.9,,3.8,,3.9,put,140,13,0.2279,-0.253,1.3461,33.3296,,6592,153.18,06/1/17
AAPL,11/17/17,20.05,,19.75,,19.7,put,170,0,0.2175,-0.7331,1.4502,34.2634,,781,153.18,06/1/17
AAPL,11/17/17,0.09,,0.05,,0.07,put,92.5,45,0.3207,-0.0076,0.0629,2.1918,,1190,153.18,06/1/17
AAPL,11/17/17,5.5,,5.35,,5.6,put,145,10,0.2245,-0.3288,1.5454,37.6915,,4705,153.18,06/1/17
AAPL,11/17/17,10,,9.8,,10.2,put,155,0,0.2192,-0.4987,1.7459,41.5814,,1453,153.18,06/1/17
AAPL,11/17/17,0.32,,0.31,,0.33,put,110,2,0.2683,-0.028,0.2295,6.6892,,7216,153.18,06/1/17
AAPL,11/17/17,0.05,,0,,0.04,put,60,0,0.5306,-0.0027,0.0151,0.8733,,2126,153.18,06/1/17
AAPL,11/17/17,16.25,,16.05,,16.15,put,165,0,0.2158,-0.6645,1.6205,37.9928,,1349,153.18,06/1/17
AAPL,11/17/17,0.51,,0.48,,0.51,put,115,0,0.26,-0.0431,0.3379,9.5447,,2895,153.18,06/1/17
AAPL,11/17/17,12.95,,12.7,,13.05,put,160,42,0.2181,-0.5837,1.7159,40.6621,,1200,153.18,06/1/17
AAPL,11/17/17,1.81,,1.74,,1.84,put,130,1,0.2373,-0.1348,0.8768,22.6025,,6463,153.18,06/1/17
AAPL,11/17/17,0.1,,0.09,,0.09,put,95,316,0.3096,-0.0087,0.073,2.4552,,3134,153.18,06/1/17
AAPL,11/17/17,37.85,,37.3,,35.15,put,190,0,0.2409,-0.8898,0.7501,19.6277,,20,153.18,06/1/17
AAPL,11/17/17,33.15,,32.6,,32.35,put,185,0,0.2329,-0.8653,0.8931,22.5995,,25,153.18,06/1/17
AAPL,11/17/17,0.07,,0.06,,0.07,put,90,0,0.3261,-0.006,0.0499,1.7679,,5240,153.18,06/1/17
AAPL,11/17/17,0.77,,0.73,,0.85,put,120,0,0.2501,-0.0635,0.4775,12.9749,,2627,153.18,06/1/17
AAPL,11/17/17,0.12,,0.09,,0.12,put,97.5,96,0.3017,-0.0105,0.0883,2.8946,,3837,153.18,06/1/17
AAPL,11/17/17,7.55,,7.35,,7.51,put,150,9,0.2222,-0.4122,1.6807,40.5694,,3086,153.18,06/1/17
AAPL,11/17/17,2.69,,2.61,,2.69,put,135,20,0.2321,-0.1878,1.1134,28.0802,,4096,153.18,06/1/17
AAPL,11/17/17,24.2,,23.75,,23.8,put,175,0,0.2215,-0.7884,1.2543,30.1766,,66,153.18,06/1/17
AAPL,12/15/17,0.29,,0.26,,0.28,put,105,55,0.2734,-0.0234,0.1799,6.2301,,2104,153.18,06/1/17
AAPL,12/15/17,1.49,,1.42,,1.48,put,125,35,0.2406,-0.1063,0.6778,20.6511,,2319,153.18,06/1/17
AAPL,12/15/17,97.25,,96.6,,98,put,250,0,0.3707,-0.9513,0.2421,11.3667,,0,153.18,06/1/17
AAPL,12/15/17,24.55,,24.1,,24,put,175,0,0.2165,-0.7732,1.2367,33.9035,,104,153.18,06/1/17
AAPL,12/15/17,3.15,,3.05,,3.21,put,135,2021,0.2301,-0.2005,1.0828,31.5502,,3183,153.18,06/1/17
AAPL,12/15/17,13.5,,13.25,,13.42,put,160,10,0.215,-0.5747,1.6201,44.1054,,601,153.18,06/1/17
AAPL,12/15/17,4.45,,4.3,,4.45,put,140,80,0.2265,-0.2637,1.282,36.7645,,2845,153.18,06/1/17
AAPL,12/15/17,10.6,,10.35,,10.56,put,155,21,0.2168,-0.4944,1.6351,44.89,,1149,153.18,06/1/17
AAPL,12/15/17,16.75,,16.55,,17.05,put,165,1,0.2125,-0.6515,1.5463,41.617,,628,153.18,06/1/17
AAPL,12/15/17,42.8,,42.15,,39.98,put,195,0,0.2416,-0.8969,0.6603,20.1979,,225,153.18,06/1/17
AAPL,12/15/17,0.1,,0.05,,0.09,put,90,0,0.316,-0.0079,0.061,2.4425,,1800,153.18,06/1/17
AAPL,12/15/17,33.35,,32.8,,42.36,put,185,0,0.225,-0.8534,0.9069,25.8357,,150,153.18,06/1/17
AAPL,12/15/17,38,,37.45,,35.65,put,190,0,0.2315,-0.8798,0.769,22.5428,,668,153.18,06/1/17
AAPL,12/15/17,47.6,,47,,44.68,put,200,0,0.2492,-0.9127,0.5659,17.8631,,2071,153.18,06/1/17
AAPL,12/15/17,6.1,,5.9,,6.2,put,145,2,0.2229,-0.3353,1.4531,41.0126,,2524,153.18,06/1/17
AAPL,12/15/17,0.45,,0.4,,0.44,put,110,6,0.2648,-0.0354,0.262,8.7864,,1199,153.18,06/1/17
AAPL,12/15/17,2.17,,2.1,,2.23,put,130,45,0.2342,-0.1475,0.8745,25.9406,,3327,153.18,06/1/17
AAPL,12/15/17,20.5,,20.15,,19.85,put,170,0,0.2141,-0.7174,1.4034,38.05,,312,153.18,06/1/17
AAPL,12/15/17,0.05,,0.01,,0.06,put,80,0,0.349,-0.0038,0.029,1.2823,,90,153.18,06/1/17
AAPL,12/15/17,1,,0.95,,0.99,put,120,31,0.2472,-0.0746,0.5067,15.8643,,2197,153.18,06/1/17
AAPL,12/15/17,8.15,,7.95,,8.35,put,150,1,0.2198,-0.4133,1.5747,43.8305,,2957,153.18,06/1/17
AAPL,12/15/17,0.67,,0.62,,0.64,put,115,10,0.2553,-0.0516,0.3682,11.9071,,1219,153.18,06/1/17
AAPL,12/15/17,28.85,,28.35,,26.95,put,180,0,0.22,-0.8184,1.066,29.6965,,38,153.18,06/1/17
AAPL,12/15/17,0.13,,0.1,,0.14,put,95,0,0.2972,-0.0106,0.084,3.1611,,1470,153.18,06/1/17
AAPL,01/19/18,0.14,,0.13,,0.14,put,90,111,0.3047,-0.0102,0.0732,3.3246,,35510,153.18,06/1/17
AAPL,01/19/18,1.32,,1.28,,1.29,put,120,281,0.2454,-0.0879,0.5325,19.4885,,51636,153.18,06/1/17
AAPL,01/19/18,0.42,,0.39,,0.4,put,105,62,0.2692,-0.0304,0.2095,8.4126,,30525,153.18,06/1/17
AAPL,01/19/18,21,,20.75,,21.35,put,170,491,0.21,-0.7017,1.3525,42.3544,,6640,153.18,06/1/17
AAPL,01/19/18,2.68,,2.6,,2.66,put,130,235,0.2336,-0.1629,0.8629,30.0586,,26130,153.18,06/1/17
AAPL,01/19/18,38.25,,37.65,,37.8,put,190,0,0.2247,-0.8652,0.7904,26.4901,,1562,153.18,06/1/17
AAPL,01/19/18,29.1,,28.75,,29.4,put,180,26,0.2114,-0.8061,1.0643,33.5587,,3976,153.18,06/1/17
AAPL,01/19/18,52.6,,51.95,,52.05,put,205,0,0.248,-0.9141,0.5176,19.1471,,5,153.18,06/1/17
AAPL,01/19/18,33.65,,33.1,,33.9,put,185,10,0.219,-0.8376,0.9186,30.0008,,511,153.18,06/1/17
AAPL,01/19/18,0.08,,0.06,,0.08,put,80,10,0.3398,-0.0056,0.0383,1.9393,,13837,153.18,06/1/17
AAPL,01/19/18,0.29,,0.27,,0.28,put,100,4417,0.28,-0.0212,0.1488,6.2145,,39929,153.18,06/1/17
AAPL,01/19/18,92.25,,91.6,,102.63,put,245,0,0.3345,-0.9476,0.2622,13.0803,,0,153.18,06/1/17
AAPL,01/19/18,0.13,,0.1,,0.12,put,87.5,4,0.316,-0.0093,0.0645,3.0413,,10492,153.18,06/1/17
AAPL,01/19/18,0.19,,0.18,,0.19,put,95,11,0.2893,-0.0141,0.1019,4.3972,,30448,153.18,06/1/17
AAPL,01/19/18,0.11,,0.1,,0.12,put,85,0,0.3234,-0.0078,0.0541,2.6117,,22347,153.18,06/1/17
AAPL,01/19/18,0.24,,0.22,,0.23,put,97.5,150,0.2855,-0.0176,0.1247,5.3077,,14275,153.18,06/1/17
AAPL,01/19/18,1.89,,1.83,,1.87,put,125,401,0.2389,-0.1208,0.6889,24.5454,,28108,153.18,06/1/17
AAPL,01/19/18,72.3,,71.65,,71.03,put,225,0,0.2879,-0.9398,0.3396,14.5807,,50,153.18,06/1/17
AAPL,01/19/18,0.08,,0.04,,0.06,put,75,0,0.3707,-0.0051,0.0325,1.796,,18835,153.18,06/1/17
AAPL,01/19/18,6.8,,6.65,,6.82,put,145,203,0.2214,-0.3416,1.3578,44.8248,,8739,153.18,06/1/17
AAPL,01/19/18,3.75,,3.6,,3.75,put,135,467,0.2294,-0.2145,1.0415,35.6357,,26200,153.18,06/1/17
AAPL,01/19/18,14.15,,13.95,,14.23,put,160,40,0.2122,-0.565,1.5194,48.0721,,3649,153.18,06/1/17
AAPL,01/19/18,47.7,,47.1,,46.4,put,200,0,0.2369,-0.9048,0.5852,20.6771,,655,153.18,06/1/17
AAPL,01/19/18,0.09,,0.06,,0.09,put,82.5,200,0.3298,-0.0064,0.0445,2.1884,,6121,153.18,06/1/17
AAPL,01/19/18,25,,24.6,,25.1,put,175,37,0.2124,-0.7557,1.2103,38.3307,,3239,153.18,06/1/17
AAPL,01/19/18,8.85,,8.7,,8.85,put,150,261,0.2176,-0.4142,1.4663,47.5878,,18007,153.18,06/1/17
AAPL,01/19/18,11.35,,11.1,,11.35,put,155,44,0.2156,-0.4894,1.5147,48.7026,,2993,153.18,06/1/17
AAPL,01/19/18,42.95,,42.35,,42.75,put,195,20,0.2311,-0.8867,0.6803,23.4474,,486,153.18,06/1/17
AAPL,01/19/18,17.4,,17.2,,17.4,put,165,17,0.2107,-0.6364,1.4586,45.8415,,3250,153.18,06/1/17
AAPL,01/19/18,0.91,,0.88,,0.89,put,115,153,0.2526,-0.0627,0.3999,15.0625,,32003,153.18,06/1/17
AAPL,01/19/18,0.17,,0.15,,0.16,put,92.5,0,0.2987,-0.0124,0.0882,3.9294,,10381,153.18,06/1/17
AAPL,01/19/18,5.1,,4.95,,5.08,put,140,202,0.2251,-0.2743,1.2124,40.6942,,25444,153.18,06/1/17
AAPL,01/19/18,0.62,,0.59,,0.61,put,110,350,0.2604,-0.044,0.2926,11.3647,,41014,153.18,06/1/17
AAPL,02/16/18,15.3,,15.1,,15.3,put,160,197,0.2233,-0.5507,1.3707,51.1589,,672,153.18,06/1/17
AAPL,02/16/18,38.7,,38.15,,37.58,put,190,0,0.2286,-0.8439,0.8099,30.9472,,1,153.18,06/1/17
AAPL,02/16/18,43.3,,42.7,,40.95,put,195,0,0.233,-0.8687,0.7072,27.5353,,66,153.18,06/1/17
AAPL,02/16/18,34.25,,33.7,,33.9,put,185,0,0.2258,-0.8122,0.9232,34.8353,,8,153.18,06/1/17
AAPL,02/16/18,4.55,,4.45,,4.61,put,135,32,0.2377,-0.23,0.9881,39.2521,,1154,153.18,06/1/17
AAPL,02/16/18,2.44,,2.39,,2.45,put,125,14,0.246,-0.1375,0.6913,28.4276,,2262,153.18,06/1/17
AAPL,02/16/18,25.85,,25.4,,25.99,put,175,0,0.2216,-0.7288,1.1568,42.8446,,301,153.18,06/1/17
AAPL,02/16/18,57.65,,57,,54.4,put,210,0,0.2533,-0.9132,0.4828,20.4396,,151,153.18,06/1/17
AAPL,02/16/18,6.05,,5.9,,6,put,140,7,0.2346,-0.2869,1.1229,44.0324,,2584,153.18,06/1/17
AAPL,02/16/18,3.4,,3.3,,3.5,put,130,0,0.2426,-0.1808,0.8388,34.0187,,1155,153.18,06/1/17
AAPL,02/16/18,12.45,,12.3,,12.5,put,155,0,0.2253,-0.4831,1.3684,51.5298,,891,153.18,06/1/17
AAPL,02/16/18,48,,47.4,,45.52,put,200,0,0.2382,-0.8882,0.6176,24.5879,,66,153.18,06/1/17
AAPL,02/16/18,0.85,,0.82,,0.9,put,110,0,0.2637,-0.054,0.3217,14.1762,,460,153.18,06/1/17
AAPL,02/16/18,18.45,,18.25,,18.65,put,165,12,0.2209,-0.6163,1.3368,49.3679,,219,153.18,06/1/17
AAPL,02/16/18,0.41,,0.39,,0.41,put,100,7,0.2809,-0.0271,0.1724,8.0925,,1314,153.18,06/1/17
AAPL,02/16/18,10,,9.8,,10.11,put,150,0,0.2287,-0.4151,1.3188,50.4038,,1679,153.18,06/1/17
AAPL,02/16/18,67.45,,66.75,,64.1,put,220,0,0.2706,-0.9283,0.3909,17.6795,,50,153.18,06/1/17
AAPL,02/16/18,21.95,,21.7,,22.1,put,170,14,0.2197,-0.6771,1.2639,46.4065,,92,153.18,06/1/17
AAPL,02/16/18,1.22,,1.19,,1.22,put,115,70,0.2568,-0.075,0.4265,18.3081,,586,153.18,06/1/17
AAPL,02/16/18,0.29,,0.27,,0.31,put,95,0,0.2921,-0.0193,0.1244,6.0712,,980,153.18,06/1/17
AAPL,02/16/18,1.74,,1.7,,1.79,put,120,12,0.2511,-0.1027,0.5512,23.1375,,742,153.18,06/1/17
AAPL,02/16/18,7.8,,7.7,,8.15,put,145,2,0.2303,-0.3488,1.2423,47.8238,,1102,153.18,06/1/17
AAPL,02/16/18,0.59,,0.57,,0.56,put,105,0,0.2717,-0.0384,0.2374,10.7814,,462,153.18,06/1/17
AAPL,02/16/18,29.95,,29.55,,28.85,put,180,0,0.2233,-0.7741,1.0412,38.862,,38,153.18,06/1/17
AAPL,02/16/18,0.11,,0.08,,0.08,put,80,0,0.3341,-0.0071,0.0458,2.5592,,127,153.18,06/1/17
AAPL,06/15/18,31.95,,31.3,,30.8,put,180,0,0.2272,-0.7157,0.9564,52.9313,,1558,153.18,06/1/17
AAPL,06/15/18,1.35,,1.31,,1.33,put,105,107,0.2715,-0.0652,0.2998,19.8325,,1589,153.18,06/1/17
AAPL,06/15/18,6.8,,6.65,,6.75,put,135,3,0.2433,-0.2598,0.8536,50.6099,,2925,153.18,06/1/17
AAPL,06/15/18,68,,66.9,,67.7,put,220,0,0.2532,-0.8969,0.454,28.0065,,5,153.18,06/1/17
AAPL,06/15/18,40.25,,39.45,,45.01,put,190,0,0.2297,-0.7858,0.813,45.5042,,3145,153.18,06/1/17
AAPL,06/15/18,8.5,,8.35,,8.48,put,140,13,0.2404,-0.3084,0.9382,54.9424,,5009,153.18,06/1/17
AAPL,06/15/18,2.45,,2.39,,2.42,put,115,1,0.2605,-0.1108,0.4647,29.4982,,1349,153.18,06/1/17
AAPL,06/15/18,4.25,,4.1,,4.15,put,125,3,0.2525,-0.1764,0.6576,40.4467,,1732,153.18,06/1/17
AAPL,06/15/18,15.15,,14.95,,15.19,put,155,105,0.2312,-0.4686,1.1021,62.078,,1093,153.18,06/1/17
AAPL,06/15/18,24.45,,23.95,,25.36,put,170,0,0.227,-0.6269,1.0685,59.095,,353,153.18,06/1/17
AAPL,06/15/18,17.9,,17.7,,17.28,put,160,0,0.2282,-0.5239,1.118,62.1588,,1865,153.18,06/1/17
AAPL,06/15/18,0.51,,0.47,,0.49,put,90,72,0.2932,-0.0263,0.1333,9.5188,,923,153.18,06/1/17
AAPL,06/15/18,44.6,,43.7,,50.75,put,195,0,0.2312,-0.8148,0.7401,41.6857,,4130,153.18,06/1/17
AAPL,06/15/18,28.1,,27.5,,26,put,175,0,0.227,-0.6732,1.0179,56.3055,,81,153.18,06/1/17
AAPL,06/15/18,5.4,,5.25,,5.5,put,130,0,0.2475,-0.2157,0.7576,45.688,,4017,153.18,06/1/17
AAPL,06/15/18,12.65,,12.45,,12.66,put,150,1,0.234,-0.4137,1.0668,60.8071,,2032,153.18,06/1/17
AAPL,06/15/18,21.05,,20.7,,20.9,put,165,171,0.2275,-0.5767,1.1026,61.1152,,430,153.18,06/1/17
AAPL,06/15/18,1.83,,1.78,,1.84,put,110,45,0.2657,-0.0857,0.3774,24.4315,,1907,153.18,06/1/17
AAPL,06/15/18,36,,35.25,,34.82,put,185,0,0.2279,-0.7535,0.8867,49.2274,,710,153.18,06/1/17
AAPL,06/15/18,0.98,,0.92,,0.95,put,100,135,0.2777,-0.0487,0.2329,15.7565,,1851,153.18,06/1/17
AAPL,06/15/18,0.71,,0.66,,0.72,put,95,15,0.285,-0.036,0.1778,12.3451,,1380,153.18,06/1/17
AAPL,06/15/18,0.36,,0.3,,0.34,put,85,286,0.3016,-0.0188,0.0978,7.1848,,911,153.18,06/1/17
AAPL,06/15/18,49.1,,48.15,,49.2,put,200,0,0.2339,-0.8387,0.6701,38.1777,,3775,153.18,06/1/17
AAPL,06/15/18,58.45,,57.4,,55.75,put,210,0,0.2432,-0.8726,0.5495,32.5551,,206,153.18,06/1/17
AAPL,06/15/18,0.25,,0.22,,0.23,put,80,31,0.3107,-0.0133,0.0702,5.3154,,410,153.18,06/1/17
AAPL,06/15/18,10.45,,10.25,,10.4,put,145,200,0.2373,-0.3599,1.0101,58.3923,,1593,153.18,06/1/17
AAPL,06/15/18,3.25,,3.15,,3.2,put,120,45,0.2562,-0.1411,0.5594,34.9226,,3399,153.18,06/1/17
AAPL,09/21/18,33.55,,32.75,,33,put,180,0,0.2302,-0.6805,0.8865,62.5814,,10,153.18,06/1/17
AAPL,09/21/18,2.85,,2.65,,2.84,put,110,0,0.2711,-0.1086,0.3925,32.6278,,5,153.18,06/1/17
AAPL,09/21/18,4.6,,4.4,,4.45,put,120,200,0.2615,-0.1643,0.5406,43.341,,6,153.18,06/1/17
AAPL,09/21/18,14.65,,14.3,,14.61,put,150,1,0.2386,-0.4109,0.9308,68.1086,,1,153.18,06/1/17
AAPL,09/21/18,2.2,,2.02,,2.08,put,105,10,0.2764,-0.0863,0.3253,27.5719,,0,153.18,06/1/17
AAPL,09/21/18,0.68,,0.54,,0.6,put,85,77,0.3016,-0.0294,0.1266,11.7051,,10,153.18,06/1/17
AAPL,09/21/18,23,,22.55,,22.5,put,165,0,0.2321,-0.5537,0.9725,69.2244,,1,153.18,06/1/17
AAPL,09/21/18,0.32,,0.23,,0.28,put,75,80,0.3135,-0.0146,0.0674,6.4747,,1,153.18,06/1/17
AAPL,09/21/18,50.1,,48.9,,49.15,put,200,0,0.2329,-0.8041,0.6779,48.4145,,4,153.18,06/1/17
AAPL,09/21/18,10.4,,10.1,,10.24,put,140,4,0.2455,-0.3183,0.83,62.4782,,48,153.18,06/1/17
AAPL,09/21/18,17.2,,16.75,,17.1,put,155,1,0.2364,-0.4588,0.9586,69.4858,,0,153.18,06/1/17
AAPL,09/21/18,0.93,,0.8,,0.84,put,90,50,0.2944,-0.0394,0.165,14.8996,,0,153.18,06/1/17
AAPL,09/21/18,8.6,,8.35,,8.25,put,135,0,0.2487,-0.2749,0.7661,58.4201,,10,153.18,06/1/17
AAPL,09/21/18,7.05,,6.8,,7,put,130,0,0.2525,-0.2345,0.6942,53.7509,,20,153.18,06/1/17
AAPL,09/21/18,0.48,,0.34,,0.41,put,80,80,0.3082,-0.0212,0.0943,8.9132,,0,153.18,06/1/17
AAPL,09/21/18,3.65,,3.45,,3.5,put,115,0,0.2663,-0.1347,0.4648,37.9532,,1,153.18,06/1/17
AAPL,01/18/19,3.2,,2.77,,3,put,105,1,0.2777,-0.1051,0.3347,35.6115,,4754,153.18,06/1/17
AAPL,01/18/19,10.4,,9.9,,10.05,put,135,305,0.2504,-0.2852,0.6928,66.4723,,3807,153.18,06/1/17
AAPL,01/18/19,31.65,,30.55,,31.8,put,175,0,0.2322,-0.6128,0.8423,74.946,,140,153.18,06/1/17
AAPL,01/18/19,22,,21.25,,21.6,put,160,0,0.2364,-0.4919,0.8621,78.0723,,2265,153.18,06/1/17
AAPL,01/18/19,6.05,,5.55,,5.65,put,120,128,0.2633,-0.1825,0.5135,51.8056,,8200,153.18,06/1/17
AAPL,01/18/19,4,,3.55,,3.71,put,110,7,0.2726,-0.1279,0.3919,40.9403,,7208,153.18,06/1/17
AAPL,01/18/19,7.3,,6.8,,7.15,put,125,5,0.2585,-0.2139,0.5757,57.0256,,3076,153.18,06/1/17
AAPL,01/18/19,1.53,,1.22,,1.35,put,90,10,0.2952,-0.0538,0.1892,21.3986,,5665,153.18,06/1/17
AAPL,01/18/19,55.95,,53.95,,54.87,put,205,0,0.2385,-0.7854,0.6253,57.1382,,1,153.18,06/1/17
AAPL,01/18/19,2.52,,2.2,,2.45,put,100,40,0.2828,-0.085,0.2812,30.4607,,10337,153.18,06/1/17
AAPL,01/18/19,39.05,,37.6,,38.5,put,185,0,0.2311,-0.6835,0.7868,69.6731,,6,153.18,06/1/17
AAPL,01/18/19,12.25,,11.75,,11.9,put,140,166,0.2467,-0.3242,0.7446,70.3781,,5448,153.18,06/1/17
AAPL,01/18/19,43.05,,41.5,,41.6,put,190,0,0.2319,-0.714,0.7493,66.5662,,41,153.18,06/1/17
AAPL,01/18/19,60.45,,58.3,,59.1,put,210,0,0.2414,-0.8037,0.5857,54.1774,,84,153.18,06/1/17
AAPL,01/18/19,0.08,,0.06,,0.08,put,42.5,20,0.4022,-0.0029,0.0112,1.7328,,1249,153.18,06/1/17
AAPL,01/18/19,79.1,,76.5,,77.2,put,230,0,0.2563,-0.8565,0.4511,44.3053,,5,153.18,06/1/17
AAPL,01/18/19,0.7,,0.46,,0.66,put,75,4,0.3213,-0.0253,0.0939,11.5578,,2350,153.18,06/1/17
AAPL,01/18/19,28.25,,27.25,,27.65,put,170,0,0.2336,-0.5738,0.8576,76.7474,,538,153.18,06/1/17
AAPL,01/18/19,0.25,,0,,0.09,put,47.5,0,0.4267,-0.0076,0.0251,4.1005,,896,153.18,06/1/17
AAPL,01/18/19,16.65,,16,,16.45,put,150,22,0.2406,-0.407,0.8239,75.9574,,2657,153.18,06/1/17
AAPL,01/18/19,1.18,,0.84,,1.2,put,85,0,0.3027,-0.0421,0.1517,17.5883,,2434,153.18,06/1/17
AAPL,01/18/19,0.91,,0.74,,0.89,put,80,0,0.3114,-0.0328,0.1201,14.3269,,1948,153.18,06/1/17
AAPL,01/18/19,8.75,,8.25,,8.53,put,130,297,0.2543,-0.2483,0.636,61.973,,5294,153.18,06/1/17
AAPL,01/18/19,19.2,,18.5,,18.95,put,155,6,0.2382,-0.4496,0.8488,77.4633,,1207,153.18,06/1/17
AAPL,01/18/19,2.24,,1.82,,2.02,put,97.5,39,0.2859,-0.0763,0.2563,28.0782,,1556,153.18,06/1/17
AAPL,01/18/19,25,,24.1,,24.4,put,165,0,0.2346,-0.5337,0.8658,77.8102,,894,153.18,06/1/17
AAPL,01/18/19,51.45,,49.7,,51,put,200,0,0.2344,-0.7664,0.6676,59.9535,,1414,153.18,06/1/17
AAPL,01/18/19,35.2,,33.95,,35.4,put,180,0,0.2307,-0.6503,0.8201,72.4774,,2087,153.18,06/1/17
AAPL,01/18/19,47.15,,45.4,,46.55,put,195,0,0.2324,-0.7424,0.7098,63.1863,,627,153.18,06/1/17
AAPL,01/18/19,4.95,,4.45,,4.64,put,115,5,0.2679,-0.1538,0.4519,46.3952,,7730,153.18,06/1/17
